time500_positive;max_V_match_fraction
162233.48;0.0
945354.88;0.1
1358421.5;0.2
1588489.6;0.3
1727937.7;0.4
1754727.98;0.5
1684343.98;0.6
1576696.02;0.7
1317643.48;0.8
930547.14;0.9
161764.78;1.0
