time1100_positive;max_V_match_fraction
360294.16;0.0
2118773.3;0.1
3016146.36;0.2
3520968.16;0.3
3876617.1;0.4
3891717.98;0.5
3764475.06;0.6
3492629.08;0.7
2946988.84;0.8
2071210.14;0.9
