time1000_positive;max_V_match_fraction
320776.48;0.0
1903724.8;0.1
2771624.7;0.2
3193737.68;0.3
3506309.44;0.4
3536985.06;0.5
3413875.54;0.6
3178311.02;0.7
2664244.62;0.8
1901171.8;0.9
322119.46;1.0
