time600_positive;max_V_match_fraction
195980.34;0.0
1138106.52;0.1
1611891.2;0.2
1893711.58;0.3
2066166.92;0.4
2112765.42;0.5
2031132.7;0.6
1887101.14;0.7
1598530.86;0.8
1130288.96;0.9
195110.68;1.0
