time800_positive;max_V_match_fraction
259962.18;0.0
1519244.24;0.1
2202827.4;0.2
2612283.8;0.3
2801400.36;0.4
2870831.26;0.5
2794967.1;0.6
2532153.8;0.7
2150394.34;0.8
1499449.46;0.9
261694.1;1.0
