time0.1_positive;len_T
126030453.26;500
148903585.9;600
154383918.7;700
195327050;800
196816967.34;900
210418940.8;1000
246046222.98;1100
326149973.54;1200
288504514.62;1300
323333485.04;1400
320517822.86;1500
