time1.0_positive;len_T
5011478.54;500
5923005.04;600
7212182.12;700
8286009.38;800
9097113.2;900
11305413.1;1000
11979484.24;1100
14366219.24;1200
18165468.56;1300
16351674.4;1400
15692875.86;1500
