experiment;len_T;len_V;max_V_match_fraction;len_pos_true;len_neg_true;time_all;attack_name;success;len_pos_recovered;len_neg_recovered
T80000V100000_0.8;80000;100000;0.8;64000;16000;[28201951, 24012422, 26453390, 24238847, 25719892, 27678584, 28885808, 24444538, 26928737, 26558082, 27550303, 29021309, 26731104, 25521771, 26965016, 24618059, 26298159, 31298536, 27701866, 25308008, 25624641, 25614100, 25098357, 25473260, 28295992, 29921369, 23941192, 24284706, 23224064, 22091021, 25046905, 23607478, 24491909, 25045846, 25702363, 22167493, 23103392, 24945804, 22813609, 25498109, 26229518, 25150786, 22747220, 22037280, 26479091, 23792510, 24380147, 27038197, 25808283, 20779846];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000];[16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000]
T120000V100000_0.6;120000;100000;0.6;72000;48000;[36626657, 38027582, 34814456, 32520729, 31012084, 30305495, 30694579, 29960150, 30346795, 32526410, 31499668, 30873520, 28789507, 28820958, 30259694, 30481366, 32027354, 31235555, 29974601, 28500943, 30870352, 30398086, 30878711, 30370095, 35814006, 33950345, 32985774, 31903152, 33463090, 33403530, 32886203, 34737434, 32325257, 32546930, 30145523, 28732317, 29987931, 31485308, 31921912, 32000583, 32503109, 32414338, 33014286, 29686317, 29818919, 28954369, 30326414, 29066510, 29234202, 29715218];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000];[48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000]
T130000V100000_0.6;130000;100000;0.6;78000;52000;[30581278, 30041372, 31589689, 31779862, 33678063, 30990163, 31998523, 32393309, 30841181, 31482708, 27754786, 32769962, 33611302, 34392981, 32916424, 32370578, 31676450, 33480802, 31056472, 30559396, 31892403, 34008177, 34247099, 31393006, 31383117, 30269074, 30443635, 27944007, 30572178, 29640687, 31151654, 31238626, 27968058, 27926787, 30341675, 28828517, 30630597, 30741259, 28544585, 27761805, 28495295, 28486783, 31714281, 32913414, 31797991, 33572182, 34436481, 31982724, 31615699, 29670777];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000, 78000];[52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000, 52000]
T100000V100000_0.7;100000;100000;0.7;70000;30000;[31596780, 31491118, 28730846, 29992520, 29282123, 30984362, 32676181, 31314446, 29020690, 31318676, 30851572, 28978150, 30714329, 30194704, 31673410, 35569336, 33152387, 34237778, 28769847, 27163779, 28646306, 31960573, 30525857, 30235023, 30946572, 27814096, 27099437, 28043160, 27580593, 29619027, 30757250, 31837422, 31672841, 30797910, 30761839, 28688196, 31350777, 30766319, 29249713, 29979290, 26462101, 29242573, 27479702, 28636504, 27861856, 31737721, 31244055, 31104353, 28774697, 28804797];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000];[30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000]
T140000V100000_0.6;140000;100000;0.6;84000;56000;[35629095, 37232623, 33859386, 33023115, 34285270, 34660635, 33014775, 31832101, 31010272, 31803861, 31413337, 34355880, 33833385, 34306041, 32674672, 32841775, 32518740, 29627598, 29467906, 31203224, 31308276, 28824288, 26551652, 26711463, 29356213, 28701336, 30029531, 31614160, 31483899, 30375326, 31426168, 31729751, 31553319, 31263105, 31763880, 30746609, 29214611, 26886336, 29994521, 29148532, 29193243, 29418965, 32373789, 29991792, 32464609, 31786501, 36762268, 34598363, 32579130, 32467138];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000];[56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000]
T90000V100000_0.8;90000;100000;0.8;72000;18000;[29016590, 27605903, 28723597, 27170469, 25591270, 25537401, 24461289, 26706485, 29509075, 24683700, 24494259, 26869145, 29291593, 27235259, 27515554, 25941665, 26009086, 24424228, 26311589, 28000269, 28323742, 25924525, 26887405, 24530799, 26319719, 28990999, 33104206, 29869769, 23770239, 23652948, 26134277, 26277219, 26506121, 28535744, 29439365, 27492892, 22598297, 24238236, 29596817, 26671584, 27742615, 27987929, 28979289, 22066481, 23614788, 28545323, 28915689, 27570394, 27267880, 24780512];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000];[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000]
T70000V100000_1.0;70000;100000;1.0;70000;0;[16712180, 19864495, 22238664, 18701373, 19426312, 20116738, 18228027, 16314106, 19951496, 19730414, 21869139, 21381153, 18416999, 17551389, 17179715, 16770711, 23460156, 19525692, 20901368, 21036009, 17212955, 18170298, 16207775, 22831539, 20551723, 19583423, 19182758, 20222849, 16108663, 19108627, 17735932, 23357015, 18389319, 19188778, 20530734, 16377575, 18915494, 21213861, 20481662, 22051180, 17892633, 20498363, 19404051, 17137614, 16987954, 21071100, 21861139, 21310903, 20148889, 18539561];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000, 70000];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
T80000V100000_0.9;80000;100000;0.9;72000;8000;[25172346, 23957883, 24056883, 24109775, 25154445, 24859913, 22252893, 27425631, 26391970, 25560420, 22355464, 23329486, 26483290, 25224176, 25219767, 29423574, 21014458, 23074522, 26594593, 25786113, 25182546, 23835090, 24017613, 24440028, 25174506, 28040309, 25351428, 22150533, 23729691, 23689550, 24946554, 25301588, 27091338, 25280508, 21475044, 23859551, 25978266, 25096556, 26852865, 26185188, 25285128, 20878908, 23062152, 18307268, 23088882, 19921456, 19525832, 21896589, 20684396, 20267270];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000];[8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000]
T110000V100000_0.7;110000;100000;0.7;77000;33000;[29002929, 28160590, 31504338, 31978913, 32842833, 31173644, 27037057, 28029489, 29198131, 30191172, 30628769, 33363379, 28768926, 27093358, 27157939, 30921312, 34752706, 31764121, 30552857, 27938078, 28948289, 29138961, 29454305, 34394031, 32293347, 33923916, 33567692, 28593536, 30840561, 32565520, 31748940, 33516541, 32679162, 31833562, 30500226, 27980258, 31139624, 29331443, 32321406, 32812484, 28260131, 31575489, 33010025, 30229514, 30173172, 30748499, 30216764, 27918708, 25538510, 27852537];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000, 77000];[33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000, 33000]
T150000V100000_0.6;150000;100000;0.6;90000;60000;[33065416, 32741313, 32829433, 37507466, 30994493, 38761662, 35261221, 31670080, 38714092, 34022987, 38409307, 33040355, 29436754, 34279491, 29612576, 34827625, 34792976, 33809035, 40956585, 32622302, 35479743, 36055579, 38803092, 38753470, 33331809, 31935884, 31127913, 32762663, 39889994, 37636158, 39705051, 31601590, 33293089, 37820870, 33095396, 37675088, 31143464, 31681371, 38895743, 34340190, 40831255, 31800432, 31870593, 32777942, 29363814, 34170029, 32635410, 33271769, 37750509, 33866214];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000];[60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000]
T120000V100000_0.7;120000;100000;0.7;84000;36000;[33502801, 37594558, 31741000, 30349675, 27338100, 28047899, 27948308, 29410394, 31953634, 30837621, 32641191, 32289166, 29560446, 28975189, 29658647, 32636161, 34728175, 33567012, 30398285, 30646989, 29688558, 31169595, 33093546, 30448437, 28632427, 29225822, 30555648, 31883012, 31474089, 32163025, 32829643, 27876187, 27266749, 27466222, 28339582, 27222108, 28351132, 28192440, 26821105, 22849920, 28241682, 29078970, 29434975, 29318724, 29013900, 29382684, 28562605, 26548142, 28902239, 30111632];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000, 84000];[36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000, 36000]
T100000V100000_0.8;100000;100000;0.8;80000;20000;[28157740, 29068940, 29641837, 31757361, 28931839, 26132767, 23846931, 22699008, 25236217, 30118451, 31536979, 27845487, 24698941, 25978835, 25393590, 27734886, 25742553, 29874050, 31352477, 28224961, 28483674, 25706063, 24192725, 26092405, 27481363, 30660389, 28691627, 25780093, 26031816, 26319609, 26759544, 24558719, 25481189, 24235056, 24796871, 25462720, 26765054, 28645036, 27000027, 26932356, 29354003, 26851026, 24729942, 23222893, 20700885, 24226835, 26217188, 26637543, 27731485, 23083182];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000];[20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000]
T130000V100000_0.7;130000;100000;0.7;91000;39000;[36373764, 33479900, 26467130, 28085619, 32772134, 31438948, 35013567, 29148262, 31449267, 33795843, 27037458, 34076367, 27983797, 31112283, 35961169, 32298137, 32661161, 29284673, 27976928, 30725109, 30329206, 34169538, 29365674, 27100469, 32898224, 27652344, 32602161, 28986069, 31616140, 34929476, 28715326, 32433219, 29005971, 26530991, 29787748, 27119718, 32122815, 27459322, 28170140, 28505865, 21642236, 23520268, 22709959, 23104543, 32208977, 28845218, 31466407, 28245131, 29759708, 31595699];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000, 91000];[39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000, 39000]
T80000V100000_1.0;80000;100000;1.0;80000;0;[21549735, 21761478, 17523910, 18665572, 18221547, 20308971, 18175027, 20510123, 18462618, 18856255, 19542553, 20167579, 19233879, 18331259, 19840795, 16405226, 19734894, 16815112, 19463972, 18133336, 20831896, 17779073, 20749266, 19265949, 19392390, 21074540, 20506282, 21480174, 17610070, 20424323, 18708212, 20181210, 18164906, 20113720, 18954215, 19552802, 22145141, 17688351, 17488000, 20602644, 16149224, 20328332, 18978027, 18017784, 19468011, 17796872, 18302189, 19781006, 20307112, 17940044];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
T90000V100000_0.9;90000;100000;0.9;81000;9000;[31521379, 28065098, 25510050, 26354050, 25131625, 26663003, 24775662, 18660933, 26151948, 27570234, 23769260, 23212224, 25046225, 24815012, 24545589, 21136210, 22874051, 23520468, 25675282, 21424884, 24577799, 24697031, 23660388, 24048483, 25058635, 21795818, 20362922, 20355472, 25424659, 24518879, 21593956, 22497426, 25880064, 25984926, 21803908, 21062360, 23307785, 22843569, 24176525, 23899861, 23518958, 21294862, 18648293, 21185031, 22787719, 22488046, 21181810, 19223508, 19644203, 23795710];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000, 81000];[9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000]
T140000V100000_0.7;140000;100000;0.7;98000;42000;[35343532, 36542795, 34328710, 31436299, 29623466, 29935890, 25327527, 25794033, 28602896, 30551397, 31096423, 30886081, 30632948, 32712452, 32973424, 28177351, 29727798, 29967630, 28618515, 27744876, 27158948, 28716127, 29396755, 29606297, 27616224, 29226422, 26922776, 28412192, 28672155, 28971249, 26907036, 28888309, 31865451, 27929847, 23581099, 24357218, 25435939, 24410058, 26341139, 25782484, 25144966, 23135153, 22220872, 23328294, 22847909, 25004853, 25789092, 24598219, 24797472, 25265996];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000, 98000];[42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000]
