pos0.0_positive;neg0.0_positive;tot0.0_positive;pos0.1_positive;neg0.1_positive;tot0.1_positive;pos0.2_positive;neg0.2_positive;tot0.2_positive;pos0.3_positive;neg0.3_positive;tot0.3_positive;pos0.4_positive;neg0.4_positive;tot0.4_positive;pos0.5_positive;neg0.5_positive;tot0.5_positive;pos0.6_positive;neg0.6_positive;tot0.6_positive;pos0.7_positive;neg0.7_positive;tot0.7_positive;query_budget
1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1430
