Baseline;RecordEnumeration;Snake;max_V_match_fraction
2897339.48;25745332.74;4948711.82;0.0
2887231.74;26356211.1;4961314.2;0.1
2926625.3;25927785.94;4937641.58;0.2
2929874.32;26132611.28;5028817.12;0.3
2968825.28;27031772.62;4926007.22;0.4
2902592.98;25946984.16;4908781;0.5
2961852.66;26196885.04;5119184.6;0.6
2999653.28;26202746.76;5319510.22;0.7
3077735.88;25501675.62;5097167.54;0.8
3072836.56;25681061.8;4978214.74;0.9
3104206.72;25526939;5125192.26;1.0
