Baseline;RecordEnumeration;Snake;max_V_match_fraction
1804330.78;15798931.38;3808235.02;0.0
1976268.62;16188113.46;3713184.52;0.1
1673440.18;10821099.08;2426922.1;0.2
1699633.8;10846527.02;2468159.9;0.3
1710959.24;10975894.5;2523882.24;0.4
1730176.24;10869552.38;2515747.32;0.5
1695331.44;10835236.62;2488795.58;0.6
1922010.2;15249331.78;3391818.58;0.7
1728707.52;10761218.94;2541605.02;0.8
1733787.32;10735752.04;2576099.44;0.9
1741697.62;10813429.44;2535246.56;1.0
