Baseline;RecordEnumeration;Snake;max_V_match_fraction
4457401.4;35642432.6;6562519.24;0.0
3868589.28;36021456.98;6776941.18;0.1
3881225.26;35660722.76;6744794.38;0.2
3922168.14;34640846.66;6458883.8;0.3
3905670.14;33573741.8;6254618.82;0.4
3956747.3;33461510.54;6320487.16;0.5
3966064.32;33476659.72;6360985.6;0.6
3982261.16;33598921.1;6462824.38;0.7
4004985.54;33802625.06;6414207.7;0.8
4016757.14;33944611.16;6416279.16;0.9
4002245.84;34045142.2;6474030.34;1.0
