Baseline;RecordEnumeration;Snake;max_V_match_fraction
2245289.24;18104471.02;3612684.62;0.0
2312716.38;17813218.72;3614590.62;0.1
2217929.48;18293028.04;3637188.2;0.2
2270919.08;18285676.2;3633110.76;0.3
2299942.64;18211038.26;3677361.34;0.4
2356222.8;18087951.52;3707679.98;0.5
2369157.94;17593758.26;3681245.28;0.6
2333176.08;17495494.3;3689120.24;0.7
2367925.96;17446970.96;3651557.52;0.8
2404276.36;18763847.24;3827508.56;0.9
2425471.22;18203742.38;3742888.3;1.0
