Baseline;RecordEnumeration;Snake;max_V_match_fraction
1874333.38;13234395.48;2842742.7;0.0
1896279.94;13379175.96;2904727.28;0.1
1914913.4;13269661.7;2865014.98;0.2
1838938.02;15197629.32;3656546.36;0.3
1865932.02;13231840.78;2891377.38;0.4
1884660.8;13314074.58;2893855.88;0.5
1935819.7;13397163.32;2894591.9;0.6
1934610.92;13234616.8;2915148.54;0.7
1917809.24;13197357.58;2862861.94;0.8
1959604.3;13101018.58;2889230.6;0.9
1952045.68;13419178.8;2959170.56;1.0
