Baseline;RecordEnumeration;Snake;max_V_match_fraction
2678680.34;21948843.5;4237473.08;0.0
2667767.12;23586284.96;4634138.56;0.1
2680859.82;22818907.2;4444956.64;0.2
2785942.54;23236013.86;4628148.48;0.3
2767958.8;23303887.92;4535911.48;0.4
2792493.06;23418115.36;4573403.38;0.5
2782197.72;22755080.22;4455100.04;0.6
2827535.34;23119775.3;4575139.78;0.7
2816593.08;23009591.9;4908528.16;0.8
2836591.36;22966413.58;4661517.44;0.9
2921254.88;23748106.7;5001962.52;1.0
