Baseline;RecordEnumeration;Snake;max_V_match_fraction
3682868.72;45072219.82;8677692.48;0.0
3799499.82;44930096.56;8912062.7;0.1
3111474.22;28024461.6;5314330.14;0.2
3171694.88;28843674.64;5619662.28;0.3
3181760.44;28267941.08;5446702.42;0.4
3240505.02;28702609.48;5378577.38;0.5
3251675.86;27680268.26;5308390.44;0.6
3432242.06;40550614.22;7337528.24;0.7
3230816.98;28169405.88;5449253.4;0.8
3305064.94;28891000.06;5525817.32;0.9
3388929.68;29915573.58;5727745.94;1.0
