Baseline;RecordEnumeration;Snake;max_V_match_fraction
3317233.48;31115068.92;5945265.84;0.0
3345632.64;31664096.88;6031407.54;0.1
3427719.44;31349891.56;5989719.94;0.2
3441422.86;45078788.6;7723981.32;0.3
3360092.46;30896477.34;5853536.24;0.4
3455938.02;31082670.66;5813459.8;0.5
3484193.74;31444848.88;5929588.82;0.6
3499192.04;30526834.44;5913689.86;0.7
3489705.7;30110481.46;5918698.32;0.8
3488041.5;29516508.5;5675196.5;0.9
3613328.16;44132709.38;8174525.5;1.0
