num_queries_positive;max_V_match_fraction
3;0.0
293.66;0.1
441.18;0.2
528.7;0.3
575.04;0.4
591.14;0.5
579.38;0.6
529.98;0.7
442.52;0.8
293.8;0.9
3;1.0
