num_queries_positive;max_V_match_fraction
3;0.0
329.28;0.1
489.5;0.2
588.46;0.3
642.42;0.4
656.34;0.5
640.52;0.6
586.36;0.7
493.42;0.8
329.38;0.9
3;1.0
