num_queries_positive;max_V_match_fraction
3;0.0
219.58;0.1
327.44;0.2
388.66;0.3
427.16;0.4
444.36;0.5
428.52;0.6
394.28;0.7
329.98;0.8
221.74;0.9
3;1.0
