num_queries_positive;max_V_match_fraction
3;0.0
180.8;0.1
269.96;0.2
322.5;0.3
351.5;0.4
361.28;0.5
348.88;0.6
322.96;0.7
268.96;0.8
180.96;0.9
3;1.0
