num_queries_positive;max_V_match_fraction
3;0.0
259.72;0.1
388.82;0.2
464.84;0.3
503.68;0.4
522.5;0.5
506.82;0.6
463.68;0.7
387.44;0.8
257.42;0.9
3;1.0
