PSU;max_V_match_fraction
14275167.82;0.0
21119510.84;0.1
23521515.8;0.2
23000959.1;0.3
23382564.76;0.4
22698171.46;0.5
22834911.16;0.6
22469679.04;0.7
23026161.58;0.8
22488389.42;0.9
20681432.46;1.0
