PSU;max_V_match_fraction
14401666.16;0.0
21019580.56;0.1
23559118;0.2
25126444.62;0.3
23387051.22;0.4
25478126.4;0.5
23715053.46;0.6
25368782.72;0.7
24118287.28;0.8
21909985.76;0.9
19433010.06;1.0
