PSU;max_V_match_fraction
20266718.2;0.0
27337468.68;0.1
32163160.36;0.2
32913210.28;0.3
33312335.12;0.4
32836631.54;0.5
31286039.72;0.6
30147871.88;0.7
26736103.36;0.8
21406562.7;0.9
16952371.38;1.0
