PSU;max_V_match_fraction
16303270.86;0.0
24242475.36;0.1
27210316.06;0.2
29212937.88;0.3
26270324.72;0.4
28876355.14;0.5
28000662.54;0.6
27734699.38;0.7
25491417.4;0.8
24160884.7;0.9
19229712.12;1.0
