num_queries_positive;max_V_match_fraction
1;0.0
341.24;0.1
463.06;0.2
531.64;0.3
581.12;0.4
614.94;0.5
599.94;0.6
563.76;0.7
444.28;0.8
322.78;0.9
1;1.0
