num_queries_positive;max_V_match_fraction
1;0.0
438.12;0.1
613.94;0.2
724.18;0.3
796.72;0.4
808.1;0.5
786.74;0.6
727.04;0.7
598.12;0.8
405.28;0.9
1;1.0
