num_queries_positive;max_V_match_fraction
1;0.0
486.84;0.1
743.22;0.2
859.14;0.3
937.18;0.4
965.22;0.5
935.94;0.6
859.16;0.7
727.68;0.8
488.76;0.9
1;1.0
