num_queries_positive;max_V_match_fraction
1;0.0
547;0.1
768.24;0.2
939.26;0.3
1034.7;0.4
1044.66;0.5
1021.36;0.6
949.88;0.7
780.1;0.8
570.68;0.9
1;1.0
