time800_positive;max_V_match_fraction
8385098.8;0.0
195327050;0.1
246538358.7;0.2
282722447.5;0.3
308855477.42;0.4
322745563.62;0.5
313932012.2;0.6
294659393.16;0.7
234669453.28;0.8
182348128.68;0.9
8286009.38;1.0
