time1500_positive;max_V_match_fraction
18094094.82;0.0
320517822.86;0.1
449846980.96;0.2
531487925.62;0.3
574387249.9;0.4
588436808.82;0.5
567138344.34;0.6
523404135.96;0.7
434490681.58;0.8
319014923.66;0.9
15692875.86;1.0
