time1000_positive;max_V_match_fraction
10053820.88;0.0
210418940.8;0.1
298160532.78;0.2
363187955.44;0.3
379007899.2;0.4
383359943.92;0.5
382964718.16;0.6
351666944.02;0.7
297853155.44;0.8
206014439.46;0.9
11305413.1;1.0
