time600_positive;max_V_match_fraction
5897661.78;0.0
148903585.9;0.1
185711529.56;0.2
211379378.36;0.3
223291745.06;0.4
239620067.74;0.5
231900527.1;0.6
217847220.34;0.7
183776439.12;0.8
135753480.08;0.9
5923005.04;1.0
