time1200_positive;max_V_match_fraction
24637731.04;0.0
326149973.54;0.1
371310515.26;0.2
429711347.04;0.3
460660439.28;0.4
469628197.6;0.5
451846243.14;0.6
419953748.08;0.7
363286924.84;0.8
256903983.38;0.9
14366219.24;1.0
