time1400_positive;max_V_match_fraction
20270302.2;0.0
323333485.04;0.1
430534423.84;0.2
522980937.38;0.3
557995754.74;0.4
555494824.82;0.5
535154275.94;0.6
503396244.22;0.7
419917794.04;0.8
317265906.84;0.9
16351674.4;1.0
