time1100_positive;max_V_match_fraction
12107993.48;0.0
246046222.98;0.1
336408544.54;0.2
387220622.2;0.3
429186658.08;0.4
435837732.6;0.5
422505695.96;0.6
396883825.44;0.7
329532902.1;0.8
229406796.26;0.9
11979484.24;1.0
