time1300_positive;max_V_match_fraction
15418945.28;0.0
288504514.62;0.1
423496780.16;0.2
462120810.02;0.3
499526054.06;0.4
511019626.46;0.5
505326840.72;0.6
463687461.84;0.7
390849527.18;0.8
277758858.44;0.9
18165468.56;1.0
