Baseline;RecordEnumeration;Snake;len_T
1741697.62;10813429.44;2535246.56;500
1952045.68;13419178.8;2959170.56;600
2166097.34;15517113.72;3349309.26;700
2425471.22;18203742.38;3742888.3;800
2677259.3;19977227.02;4191315.88;900
2921254.88;23748106.7;5001962.52;1000
3104206.72;25526939;5125192.26;1100
3388929.68;29915573.58;5727745.94;1200
3613328.16;44132709.38;8174525.5;1300
3702217.8;33382322.82;6631125.14;1400
4002245.84;34045142.2;6474030.34;1500
