time0.2_positive;len_T
1358421.5;500
1611891.2;600
1883327.3;700
2202827.4;800
2435684.48;900
2771624.7;1000
3016146.36;1100
3315413.26;1200
3646366.16;1300
4087147.5;1400
4191466.36;1500
