time0.1_positive;len_T
945354.88;500
1138106.52;600
1322188.66;700
1519244.24;800
1719292.12;900
1903724.8;1000
2118773.3;1100
2328026.8;1200
2565737.96;1300
2754206.68;1400
2954683.54;1500
